Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
Micah Willms,5,7,0,17,45,37.8,6,21,28.6,0,3,0.0,7.8,2.2,0.6,0.0,8.0,,,,,,,
Gavin Stevenson,6,2,0,19,38,50.0,4,12,33.3,6,13,46.2,3.0,2.3,1.0,0.7,8.0,,,,,,,
Param Gill,9,12,0,30,88,34.1,7,31,22.6,5,16,31.3,6.1,0.7,1.4,0.3,8.0,,,,,,,
Ian Baquiano,3,4,0,11,22,50.0,1,2,50.0,1,2,50.0,6.0,1.0,0.0,0.0,8.0,,,,,,,
Tyler Pruden,8,5,0,26,73,35.6,10,34,29.4,1,4,25.0,6.1,1.4,1.3,0.4,7.9,,,,,,,
Kurt Batac,9,7,0,27,90,30.0,10,33,30.3,7,10,70.0,8.8,2.7,1.6,0.0,7.9,,,,,,,
Mitchell Hologroski,8,4,0,22,60,36.7,16,41,39.0,2,7,28.6,5.4,2.4,1.4,0.5,7.8,,,,,,,
Albert Villagomez,8,16,0,23,70,32.9,6,29,20.7,10,14,71.4,4.0,4.4,1.5,0.3,7.8,,,,,,,
Kendal Webster,7,3,0,24,74,32.4,5,30,16.7,1,4,25.0,5.9,2.4,1.4,0.4,7.7,,,,,,,
Chace Moroz,9,13,0,27,66,40.9,14,47,29.8,1,1,100.0,4.2,2.8,0.8,0.4,7.7,,,,,,,
Casey Saunders,10,14,0,35,80,43.8,5,26,19.2,2,8,25.0,6.1,1.8,0.5,0.3,7.7,,,,,,,
Angelo Torno,7,4,0,22,44,50.0,6,14,42.9,4,4,100.0,5.4,0.9,0.4,0.4,7.7,,,,,,,
Gagandeep Singh,8,8,0,24,75,32.0,10,38,26.3,3,8,37.5,4.3,1.6,1.3,0.4,7.6,,,,,,,
Paul Belanger,7,15,0,23,54,42.6,0,2,0.0,7,9,77.8,5.4,1.0,0.6,0.1,7.6,,,,,,,
Christian Balbin,8,5,0,24,73,32.9,10,42,23.8,2,7,28.6,1.5,2.1,0.5,0.0,7.5,,,,,,,
Taranjit Basan,8,12,0,24,65,36.9,11,40,27.5,1,2,50.0,6.5,3.1,0.9,0.1,7.5,,,,,,,
Marc Tormis,2,1,0,7,15,46.7,1,4,25.0,0,0,0.0,0.5,1.0,2.0,0.0,7.5,,,,,,,
Michael Austin Pascua,2,3,0,5,11,45.5,2,3,66.7,3,4,75.0,7.0,1.0,1.0,0.0,7.5,,,,,,,
Kobby Saint,15,21,1,49,109,45.0,6,18,33.3,7,10,70.0,11.0,2.3,1.3,0.1,7.4,,,,,,,
Elson Bocalan,9,12,0,28,57,49.1,0,0,0.0,11,19,57.9,6.8,2.6,0.9,0.2,7.4,,,,,,,
Lochlin Whitney,8,6,0,21,78,26.9,13,53,24.5,4,6,66.7,2.3,5.4,1.1,0.1,7.4,,,,,,,
Raymond Tuazon,3,8,0,8,13,61.5,0,0,0.0,6,9,66.7,4.0,0.7,0.7,0.3,7.3,,,,,,,
Blaire Cajigas,6,13,0,18,47,38.3,1,9,11.1,7,15,46.7,6.5,2.5,1.5,0.2,7.3,,,,,,,
Bussil Khan,7,26,1,20,66,30.3,5,29,17.2,5,9,55.6,4.1,3.0,1.3,0.4,7.1,,,,,,,
Don Dayrit,1,0,0,3,6,50.0,1,4,25.0,0,0,0.0,10.0,8.0,1.0,0.0,7.0,,,,,,,
Sohaib Siddiquie,8,6,0,21,57,36.8,8,26,30.8,6,10,60.0,3.1,1.8,0.4,0.5,7.0,,,,,,,
Daniel Sapirstein,5,8,0,17,52,32.7,0,0,0.0,1,7,14.3,9.6,1.2,1.4,1.4,7.0,,,,,,,
Jirah Balbin,1,2,0,2,11,18.2,1,9,11.1,2,2,100.0,5.0,2.0,0.0,0.0,7.0,,,,,,,
Chukwudi Chijioke,2,6,0,5,17,29.4,3,8,37.5,1,2,50.0,5.5,1.5,2.0,0.5,7.0,,,,,,,
John Ledesma,2,2,0,6,17,35.3,2,12,16.7,0,4,0.0,1.0,3.5,1.0,0.0,7.0,,,,,,,
Andre Ellison,6,6,0,21,44,47.7,0,2,0.0,0,0,0.0,7.0,3.7,0.7,0.3,7.0,,,,,,,
Aiden Stevens,2,0,0,4,13,30.8,0,3,0.0,6,10,60.0,14.0,2.0,2.0,1.0,7.0,,,,,,,
Luke Klusa,8,12,0,19,62,30.6,6,28,21.4,10,13,76.9,3.9,2.8,1.4,0.0,6.8,,,,,,,
Taye Frazer,4,0,0,10,29,34.5,4,13,30.8,3,6,50.0,4.0,1.3,0.8,0.5,6.8,,,,,,,
Keishawn Saysana,9,17,0,26,76,34.2,3,25,12.0,6,8,75.0,4.1,1.9,1.6,0.1,6.8,,,,,,,
Olamide Owoeye,9,23,1,23,108,21.3,9,61,14.8,5,20,25.0,12.3,1.2,1.0,0.9,6.7,,,,,,,
Lei He,9,26,0,25,60,41.7,4,17,23.5,6,17,35.3,3.2,1.9,0.7,0.1,6.7,,,,,,,
Dennis Maritim,7,7,0,20,56,35.7,7,27,25.9,0,0,0.0,2.3,1.9,0.7,0.1,6.7,,,,,,,
David Gerring,9,16,0,22,76,28.9,9,31,29.0,6,17,35.3,6.3,4.4,1.3,0.3,6.6,,,,,,,
Nick Fara,7,15,0,17,53,32.1,8,25,32.0,2,6,33.3,3.1,2.7,1.0,0.1,6.6,,,,,,,
Lebon Sandoval,2,3,0,4,14,28.6,2,7,28.6,3,8,37.5,5.5,4.0,3.5,0.0,6.5,,,,,,,
Abdallah Sheikheldin,2,6,0,6,12,50.0,1,2,50.0,0,0,0.0,3.0,5.0,1.0,0.0,6.5,,,,,,,
Manny Skead,9,8,0,21,47,44.7,8,21,38.1,8,10,80.0,3.3,1.4,0.2,0.1,6.4,,,,,,,
Geromy Monte,10,12,0,25,65,38.5,7,26,26.9,7,14,50.0,4.8,1.0,1.5,0.4,6.4,,,,,,,
Arsh Sodha,3,6,1,8,22,36.4,2,8,25.0,1,4,25.0,4.7,0.7,1.0,0.3,6.3,,,,,,,
Eric Sung,3,5,0,7,19,36.8,5,17,29.4,0,0,0.0,2.3,1.7,0.0,0.0,6.3,,,,,,,
Charles Fogel,6,9,1,19,56,33.9,0,9,0.0,0,4,0.0,7.0,0.3,0.2,0.2,6.3,,,,,,,
Michael Stirling,8,5,0,21,67,31.3,2,16,12.5,6,15,40.0,9.3,1.9,2.9,0.3,6.3,,,,,,,
Teejay Capuno,6,8,0,13,52,25.0,6,28,21.4,5,6,83.3,2.8,1.7,1.0,0.3,6.2,,,,,,,
Carlos Urbiztondo,9,19,0,22,77,28.6,4,27,14.8,8,9,88.9,3.8,1.1,0.9,0.0,6.2,,,,,,,
Ben Nyime,8,12,0,24,75,32.0,1,9,11.1,0,1,0.0,8.9,2.0,1.4,0.1,6.1,,,,,,,
Lyndon *Need Last Name*,1,0,0,2,6,33.3,1,5,20.0,1,2,50.0,5.0,2.0,0.0,0.0,6.0,,,,,,,
Brenden Gali,3,9,0,8,25,32.0,2,11,18.2,0,2,0.0,5.7,2.0,0.0,0.0,6.0,,,,,,,
Ben Boileau,9,5,0,18,68,26.5,13,59,22.0,5,8,62.5,2.4,0.9,0.4,0.0,6.0,,,,,,,
Judd Eusebio,7,9,0,15,42,35.7,7,22,31.8,5,14,35.7,4.4,1.3,1.6,0.0,6.0,,,,,,,
Zachary Manzano,1,2,0,3,11,27.3,0,2,0.0,0,1,0.0,4.0,4.0,1.0,0.0,6.0,,,,,,,
Justin Grant,2,0,0,5,8,62.5,1,1,100.0,1,2,50.0,6.5,1.0,0.5,0.0,6.0,,,,,,,
Donald Stewart,1,0,0,3,3,100.0,0,0,0.0,0,0,0.0,7.0,1.0,0.0,0.0,6.0,,,,,,,
Ryan Keil,6,6,0,13,38,34.2,8,24,33.3,0,1,0.0,2.8,0.3,0.8,0.2,5.7,,,,,,,
Alex Kowalski,9,7,0,23,96,24.0,9,46,19.6,1,3,33.3,6.6,3.1,0.8,0.0,5.6,,,,,,,
MJ Gutierrez,12,19,1,29,73,39.7,8,37,21.6,1,3,33.3,2.7,1.0,0.6,0.1,5.6,,,,,,,
Matthew Dyck,5,4,0,12,33,36.4,2,16,12.5,2,2,100.0,5.0,5.6,2.2,0.6,5.6,,,,,,,
Lucas Duncan,6,3,0,12,46,26.1,1,11,9.1,8,20,40.0,2.7,1.3,1.5,0.5,5.5,,,,,,,
Rae Alarcio,6,1,0,12,42,28.6,8,30,26.7,1,2,50.0,2.0,1.0,0.2,0.0,5.5,,,,,,,
Jaizen Paredes,8,12,1,21,40,52.5,0,1,0.0,2,5,40.0,4.8,1.5,0.5,0.0,5.5,,,,,,,
Jase Tran,4,3,0,9,18,50.0,0,1,0.0,4,4,100.0,4.0,1.0,0.3,0.3,5.5,,,,,,,
Jeffrey Rumbaoa,2,3,0,5,19,26.3,1,8,12.5,0,0,0.0,3.5,0.0,1.5,0.0,5.5,,,,,,,
Khoa Do,9,6,0,19,52,36.5,11,37,29.7,0,0,0.0,3.0,0.8,0.6,0.0,5.4,,,,,,,
Aaron Walker,8,4,0,17,39,43.6,6,18,33.3,3,5,60.0,5.4,0.9,0.5,0.1,5.3,,,,,,,
Ephraim Francisco,11,8,0,25,82,30.5,5,33,15.2,3,6,50.0,2.0,0.5,0.5,0.1,5.3,,,,,,,
Sean Asselstine,7,8,0,15,45,33.3,7,27,25.9,0,0,0.0,3.7,0.7,0.6,0.0,5.3,,,,,,,
Anuna Ojwato,4,4,0,9,17,52.9,1,3,33.3,2,2,100.0,3.8,1.0,1.0,0.3,5.3,,,,,,,
Jaiven Paredes,8,8,0,20,52,38.5,2,9,22.2,0,2,0.0,3.1,1.5,1.8,0.1,5.3,,,,,,,
Michael Elenwoke,8,19,0,18,37,48.6,2,9,22.2,4,8,50.0,7.0,1.4,1.1,0.0,5.3,,,,,,,
Hafiz Jatto,9,13,0,19,80,23.8,8,50,16.0,1,4,25.0,6.2,3.1,0.9,0.2,5.2,,,,,,,
Lance Sulit,11,5,0,21,70,30.0,13,45,28.9,2,3,66.7,2.3,2.2,0.3,0.0,5.1,,,,,,,
Bernard Manishimwe,8,19,0,18,45,40.0,2,9,22.2,3,4,75.0,6.0,0.6,0.5,0.3,5.1,,,,,,,
Henok Kidane,1,0,0,2,5,40.0,0,1,0.0,1,2,50.0,3.0,2.0,1.0,0.0,5.0,,,,,,,
Chandeep Brar,7,5,0,12,41,29.3,8,25,32.0,3,4,75.0,0.9,1.1,0.0,0.0,5.0,,,,,,,
Jean Paul Ngabo,1,0,0,2,10,20.0,1,9,11.1,0,0,0.0,7.0,2.0,1.0,0.0,5.0,,,,,,,
Eury Dizon,8,3,0,18,44,40.9,3,15,20.0,1,5,20.0,4.3,0.5,0.1,0.0,5.0,,,,,,,
Cyril Hernandez,8,8,0,17,61,27.9,3,27,11.1,3,6,50.0,3.6,2.3,1.5,0.0,5.0,,,,,,,
Sahil Sidhu,3,4,0,6,14,42.9,3,10,30.0,0,0,0.0,2.3,0.7,0.7,0.3,5.0,,,,,,,
Djibrine Mahamat Abdoulaye Di,1,0,0,2,9,22.2,0,0,0.0,1,4,25.0,12.0,0.0,0.0,0.0,5.0,,,,,,,
Spencer Rerick,2,1,0,5,7,71.4,0,0,0.0,0,4,0.0,3.5,0.5,0.0,0.0,5.0,,,,,,,
Elijah Maple-Stevens,3,1,0,6,20,30.0,2,11,18.2,1,7,14.3,3.7,0.7,1.0,0.0,5.0,,,,,,,
Josh Pacia,6,8,0,13,27,48.1,2,6,33.3,2,8,25.0,3.0,1.7,0.7,0.0,5.0,,,,,,,
Josiah Manalang,1,1,0,2,7,28.6,1,4,25.0,0,0,0.0,5.0,0.0,0.0,0.0,5.0,,,,,,,
Gia Hoa Luu,1,2,0,2,22,9.1,1,9,11.1,0,0,0.0,8.0,4.0,2.0,0.0,5.0,,,,,,,
John Balagtas,11,26,1,24,50,48.0,0,0,0.0,7,16,43.8,6.8,1.2,0.7,0.2,5.0,,,,,,,
Alex Vitolin,9,6,0,17,75,22.7,13,54,24.1,0,0,0.0,1.6,0.4,0.1,0.0,5.0,,,,,,,
Mervin Robles,4,3,0,8,28,28.6,2,11,18.2,2,2,100.0,3.0,0.5,1.5,0.0,5.0,,,,,,,
Gage O’Reilly-Trudel,8,16,0,19,70,27.1,0,7,0.0,1,4,25.0,7.3,1.3,0.5,0.0,4.9,,,,,,,
Chris Kesson,9,6,0,19,86,22.1,4,36,11.1,2,3,66.7,4.3,1.4,1.8,0.2,4.9,,,,,,,
Blake Sherk,10,7,0,18,57,31.6,13,37,35.1,2,2,100.0,2.7,1.0,0.3,0.0,4.8,,,,,,,
Arvin Olesco,12,12,0,25,80,31.3,7,27,25.9,1,4,25.0,3.1,1.8,0.9,0.1,4.8,,,,,,,
Mursal Mohamud,3,4,0,4,15,26.7,2,6,33.3,4,6,66.7,5.3,2.0,0.0,0.0,4.7,,,,,,,
Riley Smith,5,5,1,7,27,25.9,0,1,0.0,3,8,37.5,5.4,0.6,0.2,0.4,4.6,,,,,,,
Kevin McComiskey,9,14,0,20,38,52.6,0,1,0.0,1,4,25.0,7.6,2.3,0.9,0.1,4.6,,,,,,,
Karl Sonan,4,9,0,9,44,20.5,0,15,0.0,0,0,0.0,3.5,1.3,1.0,0.3,4.5,,,,,,,
Marc Alcaraz,8,4,0,14,34,41.2,7,20,35.0,1,2,50.0,3.1,0.6,0.5,0.0,4.5,,,,,,,
Abraham Awada,8,9,0,15,38,39.5,0,10,0.0,6,14,42.9,8.1,1.4,1.0,0.0,4.5,,,,,,,
James Casalme,8,9,0,13,52,25.0,4,23,17.4,6,11,54.5,4.1,1.8,1.0,0.1,4.5,,,,,,,
Bruke Habtegebreal,10,7,0,17,68,25.0,10,38,26.3,6,2,300.0,1.4,0.4,0.1,0.0,4.4,,,,,,,
Kolby Wiebe,5,10,0,8,23,34.8,3,13,23.1,3,10,30.0,4.0,1.0,1.2,0.2,4.4,,,,,,,
Kyle Kanakis,10,16,0,17,65,26.2,9,37,24.3,2,7,28.6,3.2,1.0,0.4,0.3,4.4,,,,,,,
Jordan Marasigan,11,15,0,20,77,26.0,4,26,15.4,4,16,25.0,3.8,0.7,1.5,0.5,4.4,,,,,,,
Will Omelan,9,7,0,16,42,38.1,3,12,25.0,4,10,40.0,4.1,1.6,0.6,0.0,4.3,,,,,,,
David Londono,3,1,0,5,11,45.5,0,0,0.0,3,3,100.0,7.0,1.0,1.3,0.3,4.3,,,,,,,
Max Hughson,9,13,0,17,53,32.1,2,8,25.0,4,8,50.0,5.3,1.7,1.1,0.1,4.3,,,,,,,
Andy Quintanilla,8,3,0,12,51,23.5,9,38,23.7,1,2,50.0,2.1,2.3,1.1,0.5,4.3,,,,,,,
Damien Ruchkall,12,36,1,23,77,29.9,3,28,10.7,2,7,28.6,7.1,2.3,0.5,0.1,4.3,,,,,,,
Josue Rios Peren,3,3,0,4,14,28.6,4,10,40.0,1,2,50.0,3.0,2.0,2.0,0.0,4.3,,,,,,,
Tyrell Trinidad,7,6,0,11,41,26.8,8,26,30.8,0,0,0.0,4.9,0.6,0.3,0.3,4.3,,,,,,,
Dylan Craik,3,3,0,5,14,35.7,2,4,50.0,1,2,50.0,3.0,1.3,1.7,0.0,4.3,,,,,,,
Adam Soloway,6,1,0,13,33,39.4,0,2,0.0,0,1,0.0,4.8,1.5,0.7,0.0,4.3,,,,,,,
Joshua Sacopla,6,4,0,12,37,32.4,1,4,25.0,1,4,25.0,2.7,0.2,0.5,0.2,4.3,,,,,,,
Zack Filz,7,6,0,14,36,38.9,1,8,12.5,1,6,16.7,2.4,0.9,1.0,0.0,4.3,,,,,,,
Emmanuel Oyelana,4,6,0,6,18,33.3,4,8,50.0,1,3,33.3,2.5,0.8,0.0,0.5,4.3,,,,,,,
Richard Ramos,3,3,0,5,13,38.5,1,4,25.0,2,2,100.0,1.7,2.0,1.3,0.0,4.3,,,,,,,
Ralph Navidad,6,14,0,11,50,22.0,2,25,8.0,1,4,25.0,4.5,1.0,0.8,0.0,4.2,,,,,,,
Denton McIvor,8,14,0,15,38,39.5,2,8,25.0,1,3,33.3,5.4,0.5,0.6,0.9,4.1,,,,,,,
Hansel Dela Cruz,10,8,0,19,53,35.8,1,4,25.0,2,9,22.2,3.0,1.2,1.0,0.0,4.1,,,,,,,
Dillon Unger,9,2,0,12,47,25.5,12,46,26.1,0,0,0.0,1.3,0.3,0.4,0.0,4.0,,,,,,,
Kevin Sharma,5,7,0,9,31,29.0,2,10,20.0,0,2,0.0,5.2,1.0,0.8,0.6,4.0,,,,,,,
Spencer Harrison,6,5,0,10,39,25.6,3,22,13.6,1,3,33.3,7.2,0.5,0.3,0.3,4.0,,,,,,,
Fawad Ahadzada,3,8,1,4,31,12.9,2,18,11.1,2,2,100.0,3.3,0.7,1.3,0.0,4.0,,,,,,,
Rylan Zaplitiny,4,4,0,8,23,34.8,0,4,0.0,0,0,0.0,4.0,0.5,0.5,0.0,4.0,,,,,,,
Thomas Tutor,7,17,0,12,38,31.6,7,18,38.9,1,2,50.0,1.3,0.7,1.3,0.3,4.0,,,,,,,
Lex Knight,5,15,1,9,27,33.3,0,0,0.0,2,12,16.7,4.2,2.2,1.2,0.2,4.0,,,,,,,
Patrick Alcantara,8,10,1,15,35,42.9,2,8,25.0,0,2,0.0,1.5,1.3,0.8,0.0,4.0,,,,,,,
Sahib Viria,9,15,1,16,41,39.0,3,18,16.7,0,0,0.0,3.6,1.6,0.8,0.2,3.9,,,,,,,
Wancha Foulmata,4,7,0,7,16,43.8,1,1,100.0,0,0,0.0,3.8,1.3,0.5,0.0,3.8,,,,,,,
Javone Griffiths,7,13,0,13,39,33.3,0,2,0.0,0,2,0.0,6.7,1.1,0.3,0.1,3.7,,,,,,,
Jackson Lintz,5,3,0,8,25,32.0,1,7,14.3,1,3,33.3,4.6,1.8,1.4,0.2,3.6,,,,,,,
Jacob Clendenan,8,16,0,12,40,30.0,4,21,19.0,1,4,25.0,4.3,1.0,0.4,0.3,3.6,,,,,,,
Bryce McDonald,10,21,0,14,50,28.0,1,6,16.7,7,10,70.0,5.2,2.0,0.9,0.9,3.6,,,,,,,
Renz Dela Cruz,4,1,0,5,17,29.4,3,14,21.4,1,3,33.3,1.3,1.3,0.3,0.0,3.5,,,,,,,
Perry Anthony,11,21,0,17,34,50.0,4,11,36.4,1,5,20.0,4.6,1.6,0.7,0.5,3.5,,,,,,,
Reinier Maglalang,8,17,0,12,35,34.3,2,14,14.3,2,6,33.3,1.1,1.4,1.5,0.0,3.5,,,,,,,
Aidan Field,10,5,0,14,46,30.4,9,35,25.7,0,0,0.0,2.0,0.9,0.1,0.0,3.5,,,,,,,
Daniel Moroz,7,14,0,11,36,30.6,2,15,13.3,0,3,0.0,5.9,1.1,1.0,0.3,3.4,,,,,,,
Jonas David,5,4,0,8,19,42.1,0,0,0.0,1,10,10.0,3.8,0.0,0.4,0.0,3.4,,,,,,,
Clarence Fernandez,5,9,0,7,11,63.6,1,1,100.0,2,4,50.0,3.2,0.6,0.4,0.0,3.4,,,,,,,
Felix Tat,9,10,0,13,47,27.7,2,18,11.1,0,0,0.0,2.2,1.2,0.6,0.1,3.3,,,,,,,
Tien Huynh,9,16,0,14,37,37.8,4,15,26.7,0,0,0.0,2.1,0.3,0.4,0.1,3.3,,,,,,,
Chad Staff,8,5,0,11,26,42.3,0,4,0.0,4,5,80.0,6.6,0.4,0.4,0.1,3.3,,,,,,,
Kian Evangelista,7,7,0,10,34,29.4,0,2,0.0,2,9,22.2,4.3,2.7,1.4,0.3,3.1,,,,,,,
Charles Jumao-as,5,7,1,6,24,25.0,1,11,9.1,2,6,33.3,4.6,0.8,1.8,0.0,3.0,,,,,,,
Zubair Principe Mohammed,9,11,1,11,51,21.6,5,30,16.7,0,0,0.0,4.2,0.4,0.3,0.1,3.0,,,,,,,
Mirad Debesay,1,2,0,1,5,20.0,1,4,25.0,0,0,0.0,6.0,0.0,0.0,0.0,3.0,,,,,,,
David Pineda,2,2,0,3,14,21.4,0,3,0.0,0,0,0.0,3.0,0.5,0.5,0.0,3.0,,,,,,,
David Chu,5,4,0,6,25,24.0,3,19,15.8,0,0,0.0,2.4,0.4,0.0,0.0,3.0,,,,,,,
Adrian Furlan,4,2,0,5,10,50.0,2,4,50.0,0,0,0.0,2.5,0.8,0.3,0.0,3.0,,,,,,,
Mark Garcia,9,21,0,10,66,15.2,4,41,9.8,2,8,25.0,4.6,0.3,1.7,0.0,2.9,,,,,,,
Erick Coronia,8,7,0,9,35,25.7,3,11,27.3,1,2,50.0,1.9,0.5,0.3,0.0,2.8,,,,,,,
Ajay Alford,4,3,0,5,19,26.3,0,4,0.0,1,3,33.3,4.8,1.8,1.5,0.3,2.8,,,,,,,
Gideon Ogan,4,9,0,3,25,12.0,2,20,10.0,3,6,50.0,6.0,1.0,0.8,0.3,2.8,,,,,,,
Matthew Barbosa,4,4,0,4,16,25.0,3,10,30.0,0,0,0.0,3.3,0.5,0.8,0.0,2.8,,,,,,,
Justin Mckay,7,7,0,9,34,26.5,2,6,33.3,0,0,0.0,5.4,1.7,0.0,0.1,2.7,,,,,,,
Sajid Khan,9,9,0,11,42,26.2,2,12,16.7,0,2,0.0,6.0,3.0,0.7,0.2,2.7,,,,,,,
Aumbergeet Viria,7,11,0,8,19,42.1,1,10,10.0,2,3,66.7,1.6,0.9,0.1,0.1,2.7,,,,,,,
Hamza Saleh,9,15,1,10,47,21.3,1,19,5.3,2,4,50.0,6.1,1.2,1.6,0.4,2.6,,,,,,,
Dylan Esquillo,5,0,0,6,21,28.6,1,14,7.1,0,0,0.0,2.2,0.8,0.6,0.2,2.6,,,,,,,
Derek Elliot,2,2,0,2,6,33.3,1,4,25.0,0,0,0.0,1.5,1.5,0.5,0.0,2.5,,,,,,,
Dane Whitford,6,2,0,5,23,21.7,2,12,16.7,3,5,60.0,2.2,0.7,0.2,0.3,2.5,,,,,,,
Rhett Digo,7,8,2,8,18,44.4,1,1,100.0,0,0,0.0,3.3,0.3,0.0,0.4,2.4,,,,,,,
Jeric Cacpal,11,20,0,12,29,41.4,2,6,33.3,0,1,0.0,7.2,1.1,1.3,1.1,2.4,,,,,,,
Jasper De Leon,9,21,1,8,26,30.8,1,3,33.3,4,5,80.0,5.4,0.6,0.1,0.0,2.3,,,,,,,
Ryu Moniz,8,7,0,7,29,24.1,4,22,18.2,0,0,0.0,2.3,1.1,1.3,0.3,2.3,,,,,,,
Dustin Brinkerhoff,7,9,0,8,18,44.4,0,1,0.0,0,0,0.0,6.7,3.1,2.0,0.3,2.3,,,,,,,
Gurwinder Khandal,7,12,1,6,47,12.8,3,29,10.3,1,6,16.7,6.1,0.7,1.4,0.7,2.3,,,,,,,
Harold Olesco,6,4,0,5,29,17.2,3,12,25.0,0,2,0.0,2.2,0.2,0.2,0.0,2.2,,,,,,,
Owen Rerick,9,19,0,9,26,34.6,0,0,0.0,1,6,16.7,6.8,0.8,0.6,0.1,2.1,,,,,,,
Nahum Meshesha,9,21,1,8,38,21.1,0,1,0.0,2,8,25.0,7.3,0.3,0.7,1.1,2.0,,,,,,,
Dom Merano,1,1,0,1,9,11.1,0,3,0.0,0,0,0.0,6.0,2.0,1.0,0.0,2.0,,,,,,,
Darrell Beron,7,8,1,5,30,16.7,4,26,15.4,0,2,0.0,2.4,1.1,0.1,0.0,2.0,,,,,,,
Phillip Tran,7,11,0,6,30,20.0,2,21,9.5,0,0,0.0,1.7,0.3,0.6,0.0,2.0,,,,,,,
Alan Zhao,1,1,0,1,4,25.0,0,0,0.0,0,0,0.0,3.0,0.0,0.0,0.0,2.0,,,,,,,
Carter Kakeway,1,0,0,1,3,33.3,0,0,0.0,0,0,0.0,6.0,0.0,1.0,2.0,2.0,,,,,,,
Bebo Innocent,1,1,0,1,5,20.0,0,2,0.0,0,1,0.0,9.0,6.0,2.0,0.0,2.0,,,,,,,
Aldrianne Turla,7,2,0,6,22,27.3,0,1,0.0,2,5,40.0,2.4,1.3,1.3,0.0,2.0,,,,,,,
Lucas Hamlin,2,2,0,2,2,100.0,0,0,0.0,0,3,0.0,3.5,1.5,1.0,0.0,2.0,,,,,,,
Marc Roxas,1,1,0,1,2,50.0,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,
Alexi Lachance,1,0,0,1,6,16.7,0,2,0.0,0,0,0.0,6.0,0.0,0.0,0.0,2.0,,,,,,,
Eldrick Lopez,1,0,0,1,9,11.1,0,7,0.0,0,0,0.0,2.0,0.0,0.0,0.0,2.0,,,,,,,
Austin Doerr,5,7,0,5,16,31.3,0,0,0.0,0,0,0.0,3.6,0.4,0.6,0.2,2.0,,,,,,,
Joaquin De Castro,6,2,0,5,24,20.8,0,7,0.0,2,2,100.0,2.7,0.7,0.7,0.0,2.0,,,,,,,
Samir Azizi,9,12,0,7,62,11.3,3,30,10.0,0,2,0.0,4.1,0.3,0.2,0.1,1.9,,,,,,,
Angelo Zamora,10,4,0,8,39,20.5,1,4,25.0,2,10,20.0,2.7,0.5,0.7,0.0,1.9,,,,,,,
Thuc Nguyen,8,22,0,8,39,20.5,0,2,0.0,1,2,50.0,3.9,1.3,0.5,0.0,1.9,,,,,,,
Navjot Gill,6,3,0,3,17,17.6,3,7,42.9,2,2,100.0,2.2,0.8,0.2,0.2,1.8,,,,,,,
Kyle Scheerle,5,6,0,4,19,21.1,1,6,16.7,0,0,0.0,4.8,0.8,1.2,0.4,1.8,,,,,,,
Chris Crisostomo,5,4,0,4,7,57.1,0,0,0.0,1,4,25.0,1.2,0.2,0.2,0.0,1.8,,,,,,,
Jeffrey Samsom,4,5,0,3,8,37.5,1,2,50.0,0,0,0.0,2.0,1.3,0.3,0.0,1.8,,,,,,,
Carl Eusebio,6,3,0,4,30,13.3,3,23,13.0,0,0,0.0,1.8,0.2,0.5,0.0,1.8,,,,,,,
Seyer Nuristani,6,2,1,4,26,15.4,2,17,11.8,0,0,0.0,1.8,0.7,0.3,0.0,1.7,,,,,,,
Jordon Dao,9,7,0,7,24,29.2,1,6,16.7,0,0,0.0,2.8,0.4,0.6,0.1,1.7,,,,,,,
Anaa Adem,3,2,0,2,10,20.0,0,2,0.0,1,4,25.0,2.3,1.3,1.7,0.3,1.7,,,,,,,
John Pagdanganan,7,8,0,6,28,21.4,0,10,0.0,0,0,0.0,2.9,0.4,0.6,0.1,1.7,,,,,,,
Sam Oguntola,3,3,0,2,11,18.2,0,3,0.0,1,1,100.0,2.7,0.7,0.0,0.3,1.7,,,,,,,
Tom Santos,7,5,0,5,25,20.0,0,5,0.0,1,1,100.0,1.9,0.0,0.1,0.0,1.6,,,,,,,
Carl Wiebe,9,20,2,7,28,25.0,0,1,0.0,0,4,0.0,2.0,0.7,0.4,0.2,1.6,,,,,,,
Darren Dingel,7,1,0,5,28,17.9,1,17,5.9,0,0,0.0,1.6,1.1,1.6,0.0,1.6,,,,,,,
Jasson Mangat,4,8,0,2,13,15.4,2,9,22.2,0,0,0.0,4.3,0.3,0.3,0.3,1.5,,,,,,,
Hans Dano,2,1,0,1,8,12.5,1,4,25.0,0,0,0.0,0.0,1.0,0.0,0.0,1.5,,,,,,,
Will Dow-Coombs,6,4,0,4,30,13.3,1,6,16.7,0,0,0.0,5.2,0.3,0.3,0.0,1.5,,,,,,,
Eris Ambagan,8,6,0,4,24,16.7,2,11,18.2,1,2,50.0,3.4,0.8,0.3,0.4,1.4,,,,,,,
Jeric Dumaua,7,6,0,5,19,26.3,0,2,0.0,0,1,0.0,2.1,0.7,1.0,0.0,1.4,,,,,,,
Sanjay Singh,10,15,0,3,24,12.5,1,8,12.5,6,6,100.0,5.1,1.2,0.4,0.3,1.3,,,,,,,
