Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
Denis Clarke,1,1,0,3,3,100.0,0,0,0.0,1,2,50.0,7,2.0,0.0,0.0,0.0,7.0,,,,,,100
Daniel Hidalgo,1,0,0,3,7,42.9,1,4,25.0,0,0,0.0,7,2.0,6.0,1.0,0.0,7.0,,,,,,100
Dorian Quelick,1,2,0,3,5,60.0,1,1,100.0,0,0,0.0,7,4.0,2.0,0.0,0.0,7.0,,,,,,100
Mike Seidu,2,2,0,6,14,42.9,2,8,25.0,0,1,0.0,14,2.0,0.5,0.0,0.0,7.0,,,,,,100
Yoni Worn,18,19,0,49,100,36.6,18,60,30.0,6,13,46.2,124,6.1,2.4,0.6,0.0,6.9,,,,,,100
Balraj Hothi,17,26,0,51,100,49.0,1,9,11.1,14,25,56.0,117,5.7,1.8,1.8,0.1,6.9,,,,,,100
Chris Dobson,19,44,0,58,100,48.3,1,10,10.0,14,20,70.0,131,2.9,1.1,1.6,0.2,6.9,,,,,,100
Abdallah Sheikheldin,19,22,0,56,100,32.2,10,50,20.0,10,13,76.9,132,3.9,3.1,1.3,0.0,6.9,,,,,,100
Azam Coward,19,35,0,53,100,33.8,9,57,15.8,17,40,42.5,132,6.0,0.5,1.3,0.1,6.9,,,,,,100
Chris Custodio,9,1,0,27,77,35.1,5,28,17.9,2,2,100.0,61,2.9,0.2,0.8,0.2,6.8,,,,,,100
Axel Iraduha,5,12,1,17,50,34.0,0,4,0.0,0,8,0.0,34,10.0,3.6,1.4,0.0,6.8,,,,,,100
Kiran Jayabalan,14,23,0,39,89,43.8,8,27,29.6,13,19,68.4,95,3.4,0.4,0.7,0.1,6.8,,,,,,100
Riley Smith,13,21,2,37,99,37.4,1,10,10.0,23,18,127.8,88,5.3,0.7,0.4,0.4,6.8,,,,,,100
Josiah Uminga,16,26,0,41,100,28.5,15,59,25.4,10,31,32.3,107,3.3,1.9,1.8,0.2,6.7,,,,,,100
David Carter,18,15,0,48,100,35.0,23,76,30.3,20,28,71.4,120,2.7,1.2,1.0,0.3,6.7,,,,,,100
Matt Thomas,17,21,1,42,92,45.7,23,56,41.1,7,13,53.8,114,5.6,4.1,1.3,0.4,6.7,,,,,,100
Kyle Palmer,11,28,4,32,100,31.7,4,31,12.9,7,15,46.7,74,4.3,1.9,0.9,0.0,6.7,,,,,,100
Justin Couture,16,32,1,42,87,48.3,16,40,40.0,7,13,53.8,107,1.8,0.9,0.3,0.1,6.7,,,,,,100
Bryan Enns,17,19,0,48,100,43.2,8,18,44.4,11,23,47.8,113,10.3,1.4,0.8,0.4,6.6,,,,,,100
Alex Harnett,14,31,0,45,100,42.5,1,10,10.0,16,26,61.5,93,3.9,0.9,0.1,0.5,6.6,,,,,,100
Jack Steiman,10,9,1,27,64,42.2,10,28,35.7,2,7,28.6,66,2.0,0.3,0.5,0.1,6.6,,,,,,100
Tristan Small,7,5,0,18,58,31.0,7,39,17.9,3,9,33.3,46,4.0,0.7,0.9,0.1,6.6,,,,,,100
Dylan Jaculak,15,17,0,41,100,32.0,14,62,22.6,3,6,50.0,99,5.9,1.7,0.9,0.7,6.6,,,,,,100
Tyler Linklater,11,14,0,31,100,27.7,3,36,8.3,8,16,50.0,73,6.4,1.9,1.2,0.4,6.6,,,,,,100
Duot Tor,15,27,1,43,95,45.3,9,30,30.0,4,13,30.8,99,4.5,0.5,1.1,0.3,6.6,,,,,,100
Andrew Langford,5,6,1,16,42,38.1,0,5,0.0,1,7,14.3,33,7.8,3.0,1.0,0.2,6.6,,,,,,100
Caleb Dorrington,17,12,0,50,100,41.3,4,23,17.4,8,15,53.3,112,7.9,1.5,0.8,0.4,6.6,,,,,,100
Khalil Coward,16,36,0,40,100,37.7,2,8,25.0,25,47,53.2,106,5.4,0.6,0.6,0.1,6.6,,,,,,100
Lucas Wollmann,18,26,0,43,100,29.9,22,75,29.3,10,19,52.6,118,3.7,1.6,1.2,0.1,6.6,,,,,,100
Carter Hildebrand,16,32,1,41,100,34.7,10,35,28.6,10,19,52.6,104,3.9,2.0,0.9,0.1,6.5,,,,,,100
Jonathan Salunga,22,37,1,57,100,31.5,22,85,25.9,8,22,36.4,144,4.1,1.5,1.0,0.1,6.5,,,,,,100
Drew Dobinsky,11,25,0,28,65,43.1,9,28,32.1,7,16,43.8,72,4.5,0.7,1.3,0.5,6.5,,,,,,100
Emmanuel Olugbodi,17,26,0,55,100,48.2,0,1,0.0,5,19,26.3,111,9.2,1.2,1.5,0.9,6.5,,,,,,100
Ketan Bansal,2,4,0,6,12,50.0,1,1,100.0,0,2,0.0,13,3.0,0.0,1.0,0.5,6.5,,,,,,100
Sam Oguntola,20,33,1,57,100,42.9,7,36,19.4,9,29,31.0,130,7.7,0.7,1.2,2.4,6.5,,,,,,100
Jordan Lavallee,2,1,0,6,15,40.0,1,7,14.3,0,0,0.0,13,2.0,0.0,0.5,0.0,6.5,,,,,,100
Paul Belanger,2,3,0,6,8,75.0,0,0,0.0,1,4,25.0,13,5.5,1.0,0.5,0.0,6.5,,,,,,100
Max Ojala,2,4,0,5,11,45.5,0,3,0.0,3,6,50.0,13,3.0,0.5,1.0,0.5,6.5,,,,,,100
Thomas Sengiyumva,2,1,0,6,19,31.6,1,2,50.0,0,2,0.0,13,6.5,0.5,0.5,0.5,6.5,,,,,,100
Delf Gravert,16,22,0,46,100,40.4,1,8,12.5,10,21,47.6,103,5.1,0.4,0.9,0.5,6.4,,,,,,100
Isaiah Deguzman,13,12,0,33,91,36.3,12,45,26.7,5,9,55.6,83,4.2,2.0,0.5,0.0,6.4,,,,,,100
Ryan Hawley,27,32,0,59,100,39.3,54,137,39.4,1,1,100.0,172,1.5,1.0,0.3,0.1,6.4,,,,,,100
Dylan Gray,15,27,1,41,100,29.5,5,33,15.2,9,20,45.0,96,5.0,0.9,1.3,0.5,6.4,,,,,,100
Gavin Stevenson,22,19,0,51,100,32.5,22,80,27.5,16,32,50.0,140,4.2,0.9,0.8,0.3,6.4,,,,,,100
