Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
Dustin Brinkerhoff,7,9,0,8,18,44.4,0,1,0.0,0,0,0.0,6.7,3.1,2.0,0.3,2.3,,,,,,,100
Gurwinder Khandal,7,12,1,6,47,12.8,3,29,10.3,1,6,16.7,6.1,0.7,1.4,0.7,2.3,,,,,,,100
Harold Olesco,6,4,0,5,29,17.2,3,12,25.0,0,2,0.0,2.2,0.2,0.2,0.0,2.2,,,,,,,100
Owen Rerick,9,19,0,9,26,34.6,0,0,0.0,1,6,16.7,6.8,0.8,0.6,0.1,2.1,,,,,,,100
Nahum Meshesha,9,21,1,8,38,21.1,0,1,0.0,2,8,25.0,7.3,0.3,0.7,1.1,2.0,,,,,,,100
Dom Merano,1,1,0,1,9,11.1,0,3,0.0,0,0,0.0,6.0,2.0,1.0,0.0,2.0,,,,,,,100
Darrell Beron,7,8,1,5,30,16.7,4,26,15.4,0,2,0.0,2.4,1.1,0.1,0.0,2.0,,,,,,,100
Phillip Tran,7,11,0,6,30,20.0,2,21,9.5,0,0,0.0,1.7,0.3,0.6,0.0,2.0,,,,,,,100
Alan Zhao,1,1,0,1,4,25.0,0,0,0.0,0,0,0.0,3.0,0.0,0.0,0.0,2.0,,,,,,,100
Carter Kakeway,1,0,0,1,3,33.3,0,0,0.0,0,0,0.0,6.0,0.0,1.0,2.0,2.0,,,,,,,100
Bebo Innocent,1,1,0,1,5,20.0,0,2,0.0,0,1,0.0,9.0,6.0,2.0,0.0,2.0,,,,,,,100
Aldrianne Turla,7,2,0,6,22,27.3,0,1,0.0,2,5,40.0,2.4,1.3,1.3,0.0,2.0,,,,,,,100
Lucas Hamlin,2,2,0,2,2,100.0,0,0,0.0,0,3,0.0,3.5,1.5,1.0,0.0,2.0,,,,,,,100
Marc Roxas,1,1,0,1,2,50.0,0,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,100
Alexi Lachance,1,0,0,1,6,16.7,0,2,0.0,0,0,0.0,6.0,0.0,0.0,0.0,2.0,,,,,,,100
Eldrick Lopez,1,0,0,1,9,11.1,0,7,0.0,0,0,0.0,2.0,0.0,0.0,0.0,2.0,,,,,,,100
Austin Doerr,5,7,0,5,16,31.3,0,0,0.0,0,0,0.0,3.6,0.4,0.6,0.2,2.0,,,,,,,100
Joaquin De Castro,6,2,0,5,24,20.8,0,7,0.0,2,2,100.0,2.7,0.7,0.7,0.0,2.0,,,,,,,100
Samir Azizi,9,12,0,7,62,11.3,3,30,10.0,0,2,0.0,4.1,0.3,0.2,0.1,1.9,,,,,,,100
Angelo Zamora,10,4,0,8,39,20.5,1,4,25.0,2,10,20.0,2.7,0.5,0.7,0.0,1.9,,,,,,,100
Thuc Nguyen,8,22,0,8,39,20.5,0,2,0.0,1,2,50.0,3.9,1.3,0.5,0.0,1.9,,,,,,,100
Navjot Gill,6,3,0,3,17,17.6,3,7,42.9,2,2,100.0,2.2,0.8,0.2,0.2,1.8,,,,,,,100
Kyle Scheerle,5,6,0,4,19,21.1,1,6,16.7,0,0,0.0,4.8,0.8,1.2,0.4,1.8,,,,,,,100
Chris Crisostomo,5,4,0,4,7,57.1,0,0,0.0,1,4,25.0,1.2,0.2,0.2,0.0,1.8,,,,,,,100
Jeffrey Samsom,4,5,0,3,8,37.5,1,2,50.0,0,0,0.0,2.0,1.3,0.3,0.0,1.8,,,,,,,100
Carl Eusebio,6,3,0,4,30,13.3,3,23,13.0,0,0,0.0,1.8,0.2,0.5,0.0,1.8,,,,,,,100
Seyer Nuristani,6,2,1,4,26,15.4,2,17,11.8,0,0,0.0,1.8,0.7,0.3,0.0,1.7,,,,,,,100
Jordon Dao,9,7,0,7,24,29.2,1,6,16.7,0,0,0.0,2.8,0.4,0.6,0.1,1.7,,,,,,,100
Anaa Adem,3,2,0,2,10,20.0,0,2,0.0,1,4,25.0,2.3,1.3,1.7,0.3,1.7,,,,,,,100
John Pagdanganan,7,8,0,6,28,21.4,0,10,0.0,0,0,0.0,2.9,0.4,0.6,0.1,1.7,,,,,,,100
Sam Oguntola,3,3,0,2,11,18.2,0,3,0.0,1,1,100.0,2.7,0.7,0.0,0.3,1.7,,,,,,,100
Tom Santos,7,5,0,5,25,20.0,0,5,0.0,1,1,100.0,1.9,0.0,0.1,0.0,1.6,,,,,,,100
Carl Wiebe,9,20,2,7,28,25.0,0,1,0.0,0,4,0.0,2.0,0.7,0.4,0.2,1.6,,,,,,,100
Darren Dingel,7,1,0,5,28,17.9,1,17,5.9,0,0,0.0,1.6,1.1,1.6,0.0,1.6,,,,,,,100
Jasson Mangat,4,8,0,2,13,15.4,2,9,22.2,0,0,0.0,4.3,0.3,0.3,0.3,1.5,,,,,,,100
Hans Dano,2,1,0,1,8,12.5,1,4,25.0,0,0,0.0,0.0,1.0,0.0,0.0,1.5,,,,,,,100
Will Dow-Coombs,6,4,0,4,30,13.3,1,6,16.7,0,0,0.0,5.2,0.3,0.3,0.0,1.5,,,,,,,100
Eris Ambagan,8,6,0,4,24,16.7,2,11,18.2,1,2,50.0,3.4,0.8,0.3,0.4,1.4,,,,,,,100
Jeric Dumaua,7,6,0,5,19,26.3,0,2,0.0,0,1,0.0,2.1,0.7,1.0,0.0,1.4,,,,,,,100
Sanjay Singh,10,15,0,3,24,12.5,1,8,12.5,6,6,100.0,5.1,1.2,0.4,0.3,1.3,,,,,,,100
Griffin Bernstein,3,2,0,2,20,10.0,0,6,0.0,0,2,0.0,3.3,1.0,2.0,0.0,1.3,,,,,,,100
Michael Carino,8,3,0,5,20,25.0,0,5,0.0,0,0,0.0,1.8,0.3,0.5,0.3,1.3,,,,,,,100
Alex Dobriansky,3,10,0,2,13,15.4,0,1,0.0,0,1,0.0,3.0,2.0,1.3,0.0,1.3,,,,,,,100
Eldrec Abanto,7,5,0,3,11,27.3,4,13,30.8,0,0,0.0,1.9,0.6,0.6,0.0,1.3,,,,,,,100
Kevin Galimba,4,1,0,2,3,66.7,0,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,100
Kadin Ciuoli,4,8,0,2,15,13.3,0,5,0.0,0,0,0.0,2.5,0.5,0.3,0.0,1.0,,,,,,,100
Dane Dumas,2,4,0,1,9,11.1,0,6,0.0,0,0,0.0,3.0,1.0,0.0,0.0,1.0,,,,,,,100
John Dale Cosino,2,2,0,1,3,33.3,0,2,0.0,0,0,0.0,2.5,0.0,0.0,0.0,1.0,,,,,,,100
Draiven Garcia,5,4,0,2,20,10.0,1,12,8.3,0,0,0.0,1.2,0.4,0.6,0.0,1.0,,,,,,,100
Mumba Mulenga,9,7,0,3,14,21.4,0,0,0.0,1,2,50.0,2.1,0.4,0.1,0.0,0.8,,,,,,,100
Jerich Aquino,5,3,0,2,19,10.5,0,5,0.0,0,0,0.0,0.6,0.4,0.8,0.2,0.8,,,,,,,100
Sebastion Nebre,7,6,1,2,12,16.7,1,6,16.7,0,0,0.0,1.7,0.6,0.4,0.1,0.7,,,,,,,100
Jamie Stark,7,2,0,2,11,18.2,0,2,0.0,1,2,50.0,4.4,0.3,0.4,0.0,0.7,,,,,,,100
James Wu,10,4,0,1,12,8.3,1,8,12.5,3,8,37.5,1.7,0.5,0.2,0.0,0.6,,,,,,,100
Nicholas Nordal-Budinsky,7,7,0,1,21,4.8,0,5,0.0,1,6,16.7,1.7,0.9,0.7,0.1,0.4,,,,,,,100
Yoje Mercado,6,13,0,1,4,25.0,0,1,0.0,0,0,0.0,4.8,1.7,0.3,0.3,0.3,,,,,,,100
Mike Hamm,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Karl Zadnik,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Joseph Alibango,1,3,0,0,4,0.0,0,3,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,100
Damola Sogeke,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Andrei Sansano,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Kyle Yallits,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Edward Rivera,4,2,0,0,8,0.0,0,5,0.0,0,3,0.0,1.8,0.0,0.0,0.0,0.0,,,,,,,100
Owen Nagy,2,4,0,0,5,0.0,0,2,0.0,0,0,0.0,4.0,1.0,0.0,0.5,0.0,,,,,,,100
Arnold Olesco,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
James Nielsen,1,0,0,0,1,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,100
Chris Inyama,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Attate Okutinyang,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Nick Scott,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Uday Karan Verma,3,3,0,0,0,0.0,0,0,0.0,0,0,0.0,2.3,0.7,0.3,0.0,0.0,,,,,,,100
Bertrand Nsanze,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Ben Ze,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Liam Stroud,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Evan Lopez,1,0,0,0,4,0.0,0,4,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,100
Dylan Duha,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Jed Dodd,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Logan Gerus,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Acy Cani,3,1,0,0,3,0.0,0,1,0.0,0,0,0.0,0.7,1.0,0.0,0.0,0.0,,,,,,,100
Thomas Neusitzer,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
Aj Moreno,3,2,0,0,2,0.0,0,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,100
Roman MacDonald,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100
