Player,GP,FT,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,DREB,OREB,AST,STL,TO,BLK,PTS,RPG,APG,SPG,BPG,EFF,PPR
1,Midrange Assassins,9,7,2,0.778,,,,,,,,,,,,,,,,,,,100
2,Mayo Clinic,8,4,4,0.5,,,,,,,,,,,,,,,,,,,100
3,Team Lob,8,4,4,0.5,,,,,,,,,,,,,,,,,,,100
